id,f1,accuracy,time,M,C,penalty,solver
0,0.422506277411,0.521125056353,0.514863014221,-1,0.5,l1,liblinear
1,0.460216306614,0.543945874233,0.434069395065,-1,0.707106781187,l1,liblinear
2,0.488865094995,0.55989741494,0.510884364446,-1,1.0,l1,liblinear
3,0.513387902661,0.57515869763,0.505341609319,-1,1.41421356237,l1,liblinear
4,0.528407079704,0.586047090433,0.587059100469,-1,2.0,l1,liblinear
5,0.529093977521,0.586115625053,2.88776961962,-1,2.82842712475,l1,liblinear
6,0.527002070448,0.585630307329,54.6995941003,-1,4.0,l1,liblinear
7,0.526891109885,0.583411883066,81.4324386915,-1,5.65685424949,l1,liblinear
8,0.522303618656,0.580083647518,122.687374036,-1,8.0,l1,liblinear
